time_ms,workflow_id,entity_id,event_type,completes_at,compute_ms,cost_usd,decision,entry_agent,errored,inference_ms,infra_job_id,infra_latency_ms,input_tokens,network_back_ms,network_out_ms,output_tokens,prompt_tokens,queue_remaining,queue_size,queue_wait_ms,reason,response_tokens,session_tokens,step,steps,target,tool,tool_ms,total_cost_usd,total_latency_ms,waited_ms,workload
3661.925,wf-chat-light-0002,agent-chat,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,92,,,,,,,,,,search-tool,,,,,,
3661.925,wf-chat-light-0002,agent-chat,TOOL_DISPATCH,3884.59221150543,,,,,false,,,,,0.0,0.0,,,,,,,,,,,,search-tool,222.6672439716645,,,,
3845.726,wf-chat-light-0001,agent-chat,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,207,,,,,,,,,,search-tool,,,,,,
3845.726,wf-chat-light-0001,agent-chat,TOOL_DISPATCH,4080.878272207292,,,,,false,,,,,0.0,0.0,,,,,,,,,,,,search-tool,235.1524643680758,,,,
3884.592,wf-chat-light-0002,agent-chat,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,,,368,2,,,,,,,,
3884.592,wf-chat-light-0002,agent-chat,INFRA_SUBMIT,,2.0833333333333335,0.00167,CALL_TOOL,,,,agent-chat-infra-6,2.0833333333333335,,,,75,,,,0.0,,,,,,,,,,,,
3884.592,wf-chat-light-0002,agent-chat,TOOL_RETURN,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,
3886.676,wf-chat-light-0002,agent-chat,INFRA_COMPLETE,,,,,,,,agent-chat-infra-6,,,,,,,,,,,,,,,,,,,,,
3886.676,wf-chat-light-0002,agent-chat,LLM_DISPATCH,6903.158542141327,,0.00167,CALL_TOOL,,,3016.4829973025644,,,,0.0,0.0,75,,,,,,,,,,,,,,,,
4080.878,wf-chat-light-0001,agent-chat,AGENT_RECEIVE,,,,,,,,,,300,,,,,,,,,,373,2,,,,,,,,
4080.878,wf-chat-light-0001,agent-chat,INFRA_SUBMIT,,2.0833333333333335,0.0022725,CALL_TOOL,,,,agent-chat-infra-7,2.0833333333333335,,,,134,,,,0.0,,,,,,,,,,,,
4080.878,wf-chat-light-0001,agent-chat,TOOL_RETURN,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,
4082.962,wf-chat-light-0001,agent-chat,INFRA_COMPLETE,,,,,,,,agent-chat-infra-7,,,,,,,,,,,,,,,,,,,,,
4082.962,wf-chat-light-0001,agent-chat,LLM_DISPATCH,7220.152693520298,,0.0022725,CALL_TOOL,,,3137.1910879796733,,,,0.0,0.0,134,,,,,,,,,,,,,,,,
4407.088,wf-tool-heavy-0050,agent-tool,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,190,,,,,,,,,,,,,,,,
4407.088,wf-tool-heavy-0050,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,,,SUCCESS,,,,1,,,,0.00236,4359.902560304168,,tool-heavy
5187.664,wf-chat-light-0004,agent-chat,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,,205,,,,,,,,,,,,,,,,
5187.664,wf-chat-light-0004,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,,,SUCCESS,,,,1,,,,0.00221,2880.1252274245444,,chat-light
5419.218,wf-chat-light-0005,agent-chat,LLM_COMPLETE,,,,CALL_TOOL,,,,,,,,,221,,,,,,,,,,search-tool,,,,,,
5419.218,wf-chat-light-0005,agent-chat,TOOL_DISPATCH,5594.869306535303,,,,,false,,,,,0.0,0.0,,,,,,,,,,,,search-tool,175.65082964772654,,,,
5575.843,wf-tool-heavy-0051,agent-tool,AGENT_RECEIVE,,,,,,,,,,205,,,,,,,,,,205,1,,,,,,,,
5575.843,wf-tool-heavy-0051,agent-tool,INFRA_SUBMIT,,2.0833333333333335,0.0021325000000000003,CALL_TOOL,,,,agent-tool-infra-3,2.0833333333333335,,,,162,,,,0.0,,,,,,,,,,,,
5577.926,wf-tool-heavy-0051,agent-tool,INFRA_COMPLETE,,,,,,,,agent-tool-infra-3,,,,,,,,,,,,,,,,,,,,,
5577.926,wf-tool-heavy-0051,agent-tool,LLM_DISPATCH,12530.16099367998,,0.0021325000000000003,CALL_TOOL,,,6952.234870347552,,,,0.0,0.0,162,,,,,,,,,,,,,,,,
