time_ms,workflow_id,entity_id,event_type,completes_at,compute_ms,cost_usd,decision,entry_agent,inference_ms,infra_job_id,infra_latency_ms,input_tokens,network_back_ms,network_out_ms,output_tokens,prompt_tokens,queue_remaining,queue_size,queue_wait_ms,reason,session_tokens,step,steps,target,total_cost_usd,total_latency_ms,waited_ms,workload
152744.326,wf-validation-0150,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,,SUCCESS,,,1,,0.0016275,5357.313482823782,,validation
152744.331,wf-validation-0155,agent-1,INFRA_COMPLETE,,,,,,,agent-1-infra-155,,,,,,,,,,,,,,,,,,
152744.331,wf-validation-0155,agent-1,LLM_DISPATCH,157292.05183308126,,0.00164,GENERATE_TEXT,,4547.720715461142,,,,0.0,0.0,151,,,,,,,,,,,,,
153613.636,wf-validation-0158,agent-1,QUEUE_ENTER,,,,,,,,,,,,,,,3,,,,,,,,,,
154686.072,wf-validation-0151,agent-1,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,151,,,,,,,,,,,,,
154686.072,wf-validation-0156,agent-1,QUEUE_EXIT,,,,,,,,,,,,,,2,,,,,,,,,,2217.7994010482216,
154686.072,wf-validation-0156,agent-1,AGENT_RECEIVE,,,,,,,,,50,,,,,,,,,50,1,,,,,,
154686.072,wf-validation-0156,agent-1,INFRA_SUBMIT,,0.005208333333333333,0.0016350000000000002,GENERATE_TEXT,,,agent-1-infra-156,0.005208333333333333,,,,151,,,,0.0,,,,,,,,,
154686.072,wf-validation-0151,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,,SUCCESS,,,1,,0.0016350000000000002,6743.709559429262,,validation
154686.078,wf-validation-0156,agent-1,INFRA_COMPLETE,,,,,,,agent-1-infra-156,,,,,,,,,,,,,,,,,,
154686.078,wf-validation-0156,agent-1,LLM_DISPATCH,159218.4108874651,,0.0016350000000000002,GENERATE_TEXT,,4532.333184552604,,,,0.0,0.0,151,,,,,,,,,,,,,
155039.162,wf-validation-0152,agent-1,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,151,,,,,,,,,,,,,
155039.162,wf-validation-0157,agent-1,QUEUE_EXIT,,,,,,,,,,,,,,1,,,,,,,,,,2311.2551764895034,
155039.162,wf-validation-0157,agent-1,AGENT_RECEIVE,,,,,,,,,49,,,,,,,,,49,1,,,,,,
155039.162,wf-validation-0157,agent-1,INFRA_SUBMIT,,0.005208333333333333,0.0016325,GENERATE_TEXT,,,agent-1-infra-157,0.005208333333333333,,,,151,,,,0.0,,,,,,,,,
155039.162,wf-validation-0152,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,,SUCCESS,,,1,,0.0016325,6200.0805937767145,,validation
155039.167,wf-validation-0157,agent-1,INFRA_COMPLETE,,,,,,,agent-1-infra-157,,,,,,,,,,,,,,,,,,
155039.167,wf-validation-0157,agent-1,LLM_DISPATCH,159717.01867767633,,0.0016325,GENERATE_TEXT,,4677.851601743256,,,,0.0,0.0,151,,,,,,,,,,,,,
155045.544,wf-validation-0153,agent-1,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,149,,,,,,,,,,,,,
155045.544,wf-validation-0158,agent-1,QUEUE_EXIT,,,,,,,,,,,,,,0,,,,,,,,,,1431.9076794034627,
155045.544,wf-validation-0158,agent-1,AGENT_RECEIVE,,,,,,,,,50,,,,,,,,,50,1,,,,,,
155045.544,wf-validation-0158,agent-1,INFRA_SUBMIT,,0.005208333333333333,0.0016150000000000001,GENERATE_TEXT,,,agent-1-infra-158,0.005208333333333333,,,,149,,,,0.0,,,,,,,,,
155045.544,wf-validation-0153,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,,SUCCESS,,,1,,0.0016200000000000003,5643.46669196157,,validation
155045.549,wf-validation-0158,agent-1,INFRA_COMPLETE,,,,,,,agent-1-infra-158,,,,,,,,,,,,,,,,,,
155045.549,wf-validation-0158,agent-1,LLM_DISPATCH,158379.3414870956,,0.0016150000000000001,GENERATE_TEXT,,3333.792705089195,,,,0.0,0.0,149,,,,,,,,,,,,,
155532.175,wf-validation-0159,agent-1,QUEUE_ENTER,,,,,,,,,,,,,,,1,,,,,,,,,,
155668.014,wf-validation-0160,agent-1,QUEUE_ENTER,,,,,,,,,,,,,,,2,,,,,,,,,,
155942.936,wf-validation-0154,agent-1,LLM_COMPLETE,,,,GENERATE_TEXT,,,,,,,,151,,,,,,,,,,,,,
155942.936,wf-validation-0159,agent-1,QUEUE_EXIT,,,,,,,,,,,,,,1,,,,,,,,,,410.7614676069061,
155942.936,wf-validation-0159,agent-1,AGENT_RECEIVE,,,,,,,,,50,,,,,,,,,50,1,,,,,,
155942.936,wf-validation-0159,agent-1,INFRA_SUBMIT,,0.005208333333333333,0.001605,GENERATE_TEXT,,,agent-1-infra-159,0.005208333333333333,,,,148,,,,0.0,,,,,,,,,
155942.936,wf-validation-0154,ORCHESTRATOR,COMPLETE,,,,,,,,,,,,,,,,,SUCCESS,,,1,,0.0016375,5672.616261306102,,validation
155942.942,wf-validation-0159,agent-1,INFRA_COMPLETE,,,,,,,agent-1-infra-159,,,,,,,,,,,,,,,,,,
155942.942,wf-validation-0159,agent-1,LLM_DISPATCH,160418.10103427208,,0.001605,GENERATE_TEXT,,4475.159404983871,,,,0.0,0.0,148,,,,,,,,,,,,,
156031.478,wf-validation-0161,agent-1,QUEUE_ENTER,,,,,,,,,,,,,,,2,,,,,,,,,,
156351.542,wf-validation-0162,agent-1,QUEUE_ENTER,,,,,,,,,,,,,,,3,,,,,,,,,,
156592.419,wf-validation-0163,agent-1,QUEUE_ENTER,,,,,,,,,,,,,,,4,,,,,,,,,,
156941.992,wf-validation-0164,agent-1,QUEUE_ENTER,,,,,,,,,,,,,,,5,,,,,,,,,,
157113.978,wf-validation-0165,agent-1,QUEUE_ENTER,,,,,,,,,,,,,,,6,,,,,,,,,,
